school,conference,song_name,writers,year,student_writer,official_song,contest,bpm,sec_duration,fight,number_fights,victory,win_won,victory_win_won,rah,nonsense,colors,men,opponents,spelling,trope_count,spotify_id,school_id,avg_home_attendance,attendance_sd,home_games,home_wins,home_win_pct,lyrics_song_name,lyrics,latitude,longitude,primary_bucket,secondary_bucket,score_aggression,score_unity,score_tradition,score_chant_cheer,score_institutional,score_competitive_glory,lex_aggression_freq,lex_unity_freq,lex_tradition_freq,lex_chant_cheer_freq,lex_institutional_freq,lex_competitive_glory_freq
Boston College,ACC,For Boston,T.J. Hurley,,0,1,0,147,84,0,0,0,0,0,0,0,0,0,0,0,0,4E8cLR6NcYCCJWqD2iwz7c,boston_college,28136.25,17051.47,154,95,0.6169,For Boston,"For Boston, for Boston,

We sing our proud refrain!

For Boston, for Boston,

'Tis Wisdom's earthly fane.

For here all are one

And their hearts are true,

And the towers on the Heights

Reach to Heav'ns own blue.

For Boston, for Boston,

Till the echoes ring again!

For Boston, for Boston,

Thy glory is our own!

For Boston, for Boston,

'Tis here that Truth is known.

And ever with the Right

Shall thy heirs be found,

Till time shall be no more

And thy work is crown'd.

For Boston, for Boston,

For Thee and Thine alone.",42.3355,71.1685,Tradition/Legacy,,0.13724381847029313,0.6666666666666666,2.570060475660137,0.27646172144290115,1.5833333333333333,0.08333333333333333,0.0,0.08333333333333333,0.07291666666666667,0.020833333333333332,0.13541666666666666,0.010416666666666666
Clemson,ACC,Tiger Rag,Original Dixieland Jass Band,1917.0,0,1,0,145,78,0,0,0,0,0,0,0,0,0,0,1,1,7hGtgN4N9ebZTlC7xhvKIE,clemson,59325.9,34460.34,162,138,0.8519,Tiger Rag,"Long ago way down in the jungle

Someone got an inspiration for a tune

And that jingle came from the jungle

Became famous mighty soon

Thrills and chills it sends through you

Hot so hot it burns you too

Though it's just the growl of the Tiger

It was written in a syncopated way

More and more they yell for the Tiger

Everywhere you go today, they're shoutin:

Where's that Tiger?

Where's that Tiger?

Where's that Tiger?

Where's that Tiger?

Hold that Tiger!

Hold that Tiger!

Hold that Tiger!

C-L-E-M-S-O...N!",34.6834,82.8374,Tradition/Legacy,,0.20549541351018763,0.0,1.9508998397424897,0.1810629974748168,0.5,0.041666666666666664,0.010416666666666666,0.0,0.0,0.010416666666666666,0.0,0.010416666666666666
Duke,ACC,Fight Blue Devils,Joe Hewitt and Doug Ballin,1947.0,0,1,0,139,58,1,5,0,1,1,0,0,1,0,1,0,4,0fDiYvMTYWSSrIuHVJGMZj,duke,18429.83,12174.52,151,65,0.4305,Fight Blue Devils,"Fight, Fight Blue Devils

Fight for Duke and the Blue and White

March on through

For the touchdown's there for you

Go get 'em

Duke is out to win today

Carolina goodnight

So turn on the steam team

Fight Blue Devils Fight",36.0014,78.9382,Aggression/Conflict,,5.529297817677491,0.19047619047619047,1.8274537009165277,0.06153349223723031,2.392857142857143,-0.7857142857142857,0.11904761904761904,0.023809523809523808,0.0,0.0,0.14285714285714285,0.023809523809523808
Florida State,ACC,FSU Fight Song,Doug Alley and Tommie Wright,1950.0,1,1,0,135,92,1,6,1,1,1,0,1,0,0,0,1,5,552UZRLtAO5YXvIVRLjphI,florida_state,56907.58,31271.95,159,115,0.7233,FSU Fight Song,"You got to fight, fight, fight for FSU,

You got to scalp 'em Seminoles.

You got to win, win, win, win this game,

and roll on down and make those goals.

For FSU is on the warpath now,

and at the battles end she's great.

For it's fight, fight, fight for victory,

the Seminoles of Florida State.

F-L-O-R-I-D-A-S-T-A-T-E

Florida State! Florida State! Florida State!

WHOOOOOOO!",27.6648,81.5158,Aggression/Conflict,,4.8888586518675545,0.0,2.1229764104273956,1.0374027109677282,0.9210526315789473,0.7105263157894739,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263
Georgia Tech,ACC,Ramblin' Wreck From Georgia Tech,Unknown,,1,1,0,148,68,0,0,0,0,0,0,0,1,1,1,0,3,0ZOzvjnZDwrtluHrwbtvGR,georgia_tech,35012.53,19670.67,151,93,0.6159,Ramblin' Wreck From Georgia Tech,"I’m a Ramblin’ Wreck from Georgia Tech and a hell of an engineer

A helluva’, helluva helluva helluva helluva engineer

Like all the jolly good fellows I drink my whiskey clear

I’m a Ramblin’ Wreck from Georgia Tech and a hell of an engineer

Oh, if I had a daughter sir, I’d dress her in white and gold

And put her on the campus, sir, to cheer on the brave and bold

And if I had a son, sir, I’d tell you what he’d do

He would yell “To Hell With Georgia” like his daddy used to do

Oh, I wish I had a barrel of rum and sugar three thousand pounds

A college bell to put it in and a clapper to stir it around

I’d drink to all the good fellows who come from far and near

I’m a ramblin’ gamblin’ hell of an engineer! Hey!",33.778,84.398,Aggression/Conflict,Tradition/Legacy,1.9691090119413368,1.2162162162162162,1.8529805984252556,0.33204396630982624,1.6283783783783785,-0.16216216216216217,0.04054054054054054,0.02702702702702703,0.0,0.02702702702702703,0.0472972972972973,0.0
Louisville,ACC,Fight! U of L,Robert B. Griffith,1962.0,0,1,0,139,80,1,3,1,1,1,1,0,0,0,0,1,5,1sCmJDLWfD4hsCHyc9hqUr,louisville,34787.1,20306.41,150,107,0.7133,Fight! U of L,"Fight now for victory and show them

How we sure will win this game

Fight on you Card'nals and prove to them

That we deserve our fame.

Rah, Rah, Rah!

Roll up the score now and beat the foe

So we can give a yell

With a FIGHT! give them all you've got

For we are with you U of L.",38.2158,85.7614,Aggression/Conflict,,4.732654570214571,0.7868852459016393,2.134207783703371,2.0861236561716567,0.5,0.5655737704918034,0.08196721311475409,0.09836065573770492,0.01639344262295082,0.06557377049180328,0.0,0.04918032786885246
Miami,ACC,Miami U How-Dee-Doo,Henry Fillmore,1950.0,0,1,0,75,73,1,3,1,0,1,0,0,0,0,0,1,3,2TDHghruqAnMmH4L9GFUUr,miami,40307.66,24198.82,151,113,0.7483,Miami U How-Dee-Doo,"Miami, Miami, Miami, Hurricanes

Drive, Drive, you Hurricanes

Keep right on goin, up that scorin'

Miami, Miami, Miami, Hurricanes

Drive on over the goal and on to victory.

M-I-A-M-I, M-I-A-M-I, fight,fight,fight.",25.717,80.2798,Aggression/Conflict,,3.765032947223569,0.0,2.333277934276223,-0.3245590080748034,1.670731707317073,-0.8902439024390244,0.14634146341463414,0.0,0.0,0.0,0.14634146341463414,0.024390243902439025
North Carolina,ACC,I'm a Tar Heel Born,Unknown,,0,1,0,158,38,0,0,0,0,0,1,0,0,0,0,0,1,23cCr6w4YgxQaYlr3eNTUr,north_carolina,37769.36,22550.4,154,93,0.6039,I'm a Tar Heel Born,"I'm a Tar Heel born I'm a Tar Heel bred

And when I die I'm a Tar Heel dead.

So it's RAH, RAH, Car'lina 'lina

RAH, RAH, Car'lina 'lina

RAH, RAH, Car'lina

RAH! RAH! RAH!",35.9049,79.0469,Chant/Cheer,,0.2201933790842066,0.0,1.5531901791561775,3.733297560410222,0.5,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0
North Carolina State,ACC,The Red & White Song,J. Perry Watson,1961.0,0,0,0,90,82,0,0,0,0,0,0,0,1,0,1,1,3,2Pn76lkyMhOxJj8maIrIRT,north_carolina_state,41758.56,23767.74,163,108,0.6626,The Red & White Song,"We’re the Red and White from State

And we know we are the best.

A hand behind our back,

We can take on all the rest.

Come over the hill, Caroline.

Devils and Deacs stand in line.

The Red and White from N.C. State.

Go State!",35.7851,78.6813,School Pride,Aggression/Conflict,1.3776270430647337,1.0212765957446808,0.31462654434418685,-0.2340685783141705,1.4308510638297873,0.0851063829787234,0.02127659574468085,0.1276595744680851,0.0,0.0,0.0851063829787234,0.02127659574468085
Pitt,ACC,Hail to Pitt,George Kirk and Lester Milton Taylor,1911.0,1,1,0,79,110,0,0,1,1,1,0,1,1,1,0,1,6,55nndPja6lpTsGMinT1SJy,pitt,34821.09,21374.17,158,103,0.6519,Hail to Pitt,"Hail to Pitt, hail to Pitt every loyal son!

Hail to Pitt, hail to Pitt 'til the victory is won!

The gold and blue shall wave forever

On high through fair and stormy weather;

We'll sing her praises far and wide

Until the end of time!

Hooperay, hooperay for dear old U-N-I;

We'll give a grand old alleghenee, genac, genac, genac

We'll wave and cheer for many a year

And sing our songs out loud and clear

For our university.",40.4445,79.9613,Tradition/Legacy,,1.6244647164933734,2.182926829268293,3.482534208345424,1.5776205536825034,2.0853658536585367,2.1951219512195124,0.0,0.08536585365853659,0.10975609756097561,0.10975609756097561,0.07317073170731707,0.024390243902439025
Syracuse,ACC,Down the Field,Ralph Murphy and C. Harold Lewis,1914.0,1,1,0,137,85,1,3,1,0,1,1,0,1,1,1,0,6,4zrPkQ9AFljRbPy0JNW6cA,syracuse,27813.13,17046.47,152,81,0.5329,Down the Field,"Down, down the field goes old Syracuse,

Just see those backs hit the line and go thro'

Down, down the field they go marching,

Fighting for the Orange staunch and true.

Rah! Rah! Rah!

Vict'ry's in sight for old Syracuse,

each loyal son knows the (opposing team's nickname) will lose,

For we'll fight, yes, we'll fight, and with all our might

For the glory of Syracuse.",43.0387,76.1337,Aggression/Conflict,,5.531532096700069,1.7272727272727273,2.6610968170976754,1.913104465238843,1.7348484848484849,-0.8636363636363638,0.12121212121212122,0.09090909090909091,0.07575757575757576,0.045454545454545456,0.06060606060606061,0.015151515151515152
Virginia,ACC,The Good Old Song,Edward H. Craighill,1893.0,1,0,0,112,42,0,0,0,0,0,1,1,0,0,0,1,3,4zymLpKnHG2KURvrSUyUy8,virginia,35282.34,21941.82,157,94,0.5987,The Good Old Song,"That good old song of

Wah-hoo-wa

We'll sing it o'er and o'er

It cheers our hearts and

warms our blood

To hear them shout and roar.

We come from Old Virginia,

Where all is bright and gay.

Let's all join hands and give a yell

For the dear old UVA

Wah-hoo-wa,

Wah-hoo-wa.

Uni-v, Virginia,

Hoo-rah-ray,

Hoo-rah-ray,

Ray! Ray! U-V-A

'Wah-hoo-wa'",38.0336,78.508,Chant/Cheer,,-0.12668660166488613,0.7466666666666667,0.2892892925681615,3.145317385334758,0.21333333333333335,0.0,0.0,0.09333333333333334,0.05333333333333334,0.09333333333333334,0.02666666666666667,0.0
Virginia Tech,ACC,Tech Triumph,Wilfred P. Maddux and Mattie Eppes,1919.0,1,1,0,133,71,0,0,0,1,1,0,1,1,1,0,1,5,5v3wGg8VMD8MMYGb8SXBss,virginia_tech,46965.46,28029.29,156,112,0.7179,Tech Triumph,"Techmen, we're Techmen, with spirit true and faithful,

Backing up our teams with hopes undying;

Techmen, Oh, Techmen, we're out to win today,

Showing 'pep' and life with which we're trying;

V.P., old V.P., you know our hearts are with you

In our luck which never seems to die;

Win or lose, we'll greet you with a glad returning,

You're the pride of V.P.I.

Just watch our men so big and active

Support the Orange and Maroon. Let's go Techs.

We know our ends and backs are stronger,

With winning hopes, we fear defeat no longer.

To see our team plow through the line, boys.

Determined now to win or die:

So give a Hokie, Hokie, Hokie, Hi,

Rae, Ri, old V.P.I.",37.2284,80.4234,Unity/Brotherhood,Tradition/Legacy,1.1566716504162213,2.3125,2.217417374795421,1.0253373203329772,1.625,1.3125,0.015625,0.1015625,0.03125,0.0,0.015625,0.046875
Wake Forest,ACC,O Here's To Wake Forest,C.P. Weaver,1908.0,0,1,0,146,69,0,0,0,0,0,1,0,1,1,0,0,3,3u6THWNCTIdCcGIcJ1FQsN,wake_forest,22006.97,12436.41,152,84,0.5526,O Here's To Wake Forest,"O here's to Wake Forest

A glass of the finest

Red ruddy, Rhenish filled up to the brim.

Her sons they are many

Unrivaled by any

With hearts o'erflowing, we will sing a hymn.

Rah! Rah! Wake Forest Rah!

Old Alma Mater's sons are we.

We'll herald the story

And die for her glory,

Old Gold and Black is ever waving high.

As frosh we adore her

As sophs we explore her

And carve our names upon her ancient walls.

As juniors patrol her

As seniors extol her

And weep to leave fore'er her sacred halls.",35.9799,78.5097,Unity/Brotherhood,Tradition/Legacy,0.12970294932357374,2.3333333333333335,2.2896947712631843,2.0204290261255258,2.0833333333333335,0.08333333333333333,0.0,0.10416666666666667,0.052083333333333336,0.052083333333333336,0.07291666666666667,0.010416666666666666
Baylor,Big 12,Old Fight,Dick Baker and Frank Boggs,1947.0,1,1,0,76,99,1,4,1,1,1,0,0,1,0,0,1,5,2ZsaI0Cu4nz8DHfBkPt0Dl,baylor,31910.19,17749.63,140,79,0.5643,Old Fight,"Bear down you Bears of Old Baylor U We're all for you!

GO BEARS!

We're gonna show dear old Baylor spirit through and through!

GO BEARS!

Come on and fight them with all your might you bruins bold

And win all our victories for the Green and Gold!

B! A! Y! L! O! R! BAYLOR! BEARS! FIGHT!

Come on and fight them with all your might you bruins bold

And win all our victories for the Green and Gold!

B-A-Y-L-O-R BAYLOR BEARS FIGHT!",31.5501,97.1135,Aggression/Conflict,,4.056387563598669,1.1363636363636362,2.8075075156353995,-0.3185263127574279,2.2272727272727275,0.45454545454545436,0.056818181818181816,0.07954545454545454,0.03409090909090909,0.0,0.09090909090909091,0.022727272727272728
Iowa State,Big 12,Iowa State Fights,"Jack Barker, Manly Rice, Paul Gnam, Rosalind K. Cook",1930.0,1,1,0,155,55,1,5,0,0,0,1,0,0,1,0,1,4,3yyfoOXZQCtR6pfRJqu9pl,iowa_state,41167.6,22644.26,156,86,0.5513,Iowa State Fights,"O we will fight, fight, fight for Iowa State,

And may her colors ever fly.

Yes, we will fight with might for Iowa State,

With a will to do or die,

Rah! Rah! Rah!

Loyal sons forever true,

And we will fight the battle through.

And when we hit that line we'll hit it hard

ev'ry yard for I.S.U.",42.0267,93.6465,Aggression/Conflict,,3.3778986404965075,2.3114754098360653,2.2315743931634135,2.0514992402660583,0.7622950819672132,-2.0901639344262293,0.14754098360655737,0.16393442622950818,0.06557377049180328,0.04918032786885246,0.03278688524590164,0.0
Kansas,Big 12,I'm a Jayhawk,"George ""Dumpy"" Bowles",1912.0,1,1,0,137,62,0,0,0,0,0,0,1,0,1,1,0,3,0JzbjZgcjugS0dmPjF9R89,kansas,27581.85,18549.84,148,67,0.4527,I'm a Jayhawk,"Talk about the Sooners, Cowboys and the Bears,

Aggies and the Tiger and his tail.

Talk about the Wildcats, and the Cyclone boys,

But I'm the bird to make 'em weep and wail.

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

Up at Lawrence on the Kaw-

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

With a sis-boom, hip hoorah,

Got a bill that's big enough

To twist a Tiger's tail,

Rope some 'Horns and listen

To the Red Raiders wail-

'Cause I'm a Jay, Jay, Jay, Jay, Jayhawk,

Riding on a Kansas gale.",38.9543,95.2558,Tradition/Legacy,Aggression/Conflict,1.561835127003099,0.5842105263157895,1.8714475536973219,1.3020996805498475,0.4184210526315789,0.0,0.0,0.010526315789473684,0.0,0.031578947368421054,0.021052631578947368,0.0
Kansas State,Big 12,Wildcat Victory,Harry E. Erickson,1927.0,1,1,0,80,67,1,6,1,0,1,0,0,1,0,0,0,3,4xxDK4g1OHhZ44sTFy8Ktm,kansas_state,38961.12,20329.6,162,117,0.7222,Wildcat Victory,"Fight, you K-State Wildcats

For alma mater fight-fight-fight!

Glory in the combat

For the purple and the white.

Faithful to our colors.

We will ever be,

Fighting ever fighting for a

Wildcat Victory!

Go State!",39.1974,96.5847,Tradition/Legacy,Aggression/Conflict,3.4741108487979875,1.3421052631578947,3.518379659207123,-0.2943955314879258,1.9210526315789473,-0.5,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842
Oklahoma,Big 12,Boomer Sooner,Arthur M. Alden,1905.0,1,1,0,153,37,0,0,0,0,0,1,0,0,0,0,1,2,0QXC8Gg1oKWkORegslTXoT,oklahoma,64344.61,34449.05,154,137,0.8896,Boomer Sooner,"Boomer Sooner, Boomer Sooner

Boomer Sooner, Boomer Sooner

Boomer Sooner, Boomer Sooner

Boomer Sooner, OK U!

Oklahoma, Oklahoma

Oklahoma, Oklahoma

Oklahoma, Oklahoma

Oklahoma, OK U!

I'm a Sooner born and Sooner bred

and when I die, I'll be Sooner dead

Rah Oklahoma, Rah Oklahoma

Rah Oklahoma, OK U!",35.1987,97.4449,School Pride,Chant/Cheer,0.1824890333506096,0.0,1.5753715402065445,2.1459912266804877,2.166666666666667,0.0,0.0,0.0,0.0,0.0625,0.20833333333333334,0.0
Oklahoma State,Big 12,Ride 'Em Cowboys,J.K. Long,1934.0,0,1,0,180,29,1,5,1,0,1,0,0,0,1,1,0,4,0mTJqaacUZPG740Y1YDn5j,oklahoma_state,39399.22,21820.56,156,115,0.7372,Ride 'Em Cowboys,"Ride, ride, ride, ride,

Ride ‘em Cowboys,

Right down the field;

Fight! Fight! Fight! Fight!

Fight ‘em Cowboys, and never yield.

Ride, ride, ride, ride,

Ride on, Cowboys, to victory;

Cross (opponent)’s goal;

Then we’ll sing “O-kla-homa State!”",36.1266,97.0735,Aggression/Conflict,,6.056824207629107,0.6951219512195121,1.3486318423453192,0.503995951469139,0.25,-0.8902439024390244,0.14634146341463414,0.024390243902439025,0.0,0.024390243902439025,0.0,0.024390243902439025
Texas,Big 12,Texas Fight,"Walter S. Hunnicutt, James E. King and Burnett Pharr",1923.0,0,1,0,81,65,1,17,0,1,1,0,0,1,0,1,0,4,53CytfvDMSkJHY5PtrcZiD,texas,71467.86,39672.58,150,111,0.74,Texas Fight,"Texas Fight, Texas Fight,

And it’s goodbye to A&M.;

Texas Fight, Texas Fight,

And we’ll put over one more win.

Texas Fight, Texas Fight,

For it’s Texas that we love best.

Give 'em hell, give 'em hell! Go, Horns, go!

And it’s good-bye to all the rest!

Yea Orange! Yea White!

Yea Longhorns! Fight! Fight! Fight!

Texas Fight! Texas Fight,

Yea Texas Fight!

Texas Fight! Texas Fight,

Yea Texas Fight! The Eyes of Texas are upon you,

All the livelong day.

The Eyes of Texas are upon you,

You cannot get away.

Texas Fight, Texas Fight,

For it’s Texas that we love best.

Give 'em hell, give 'em hell! Go, Horns, go!

And it good-bye to all the rest!",30.285,97.7335,Aggression/Conflict,,5.5165956351146805,0.45901639344262296,2.2332248380798836,0.03950601628846612,2.5614754098360653,-0.9918032786885246,0.1721311475409836,0.05737704918032787,0.0,0.040983606557377046,0.16393442622950818,0.02459016393442623
TCU,Big 12,TCU Fight Song,Claude Sammis,1928.0,0,1,0,149,47,1,2,1,0,1,1,0,1,1,0,1,6,0ItcRLvqHlbkaqMCPtQKUl,tcu,31035.65,17870.63,144,109,0.7569,TCU Fight Song,"We'll raise a song, both loud and long

To cheer our team to victory

For TCU, so tried and true,

We pledge eternal loyalty.

Rah, Rah, TCU!

Fight on boys, fight, with all your might

Roll up the scores for TCU

Hail white and purple flag whose heroes never lag,

Horned Frog, we are all for you!",32.7079,97.3628,Aggression/Conflict,,3.4330273111496967,2.763157894736842,2.1003761084201016,2.323614831375898,2.2017543859649122,-0.35964912280701755,0.03508771929824561,0.15789473684210525,0.05263157894736842,0.08771929824561403,0.08771929824561403,0.03508771929824561
Texas Tech,Big 12,"Fight, Raiders, Fight",Carroll McMath,1936.0,1,1,0,159,54,1,8,1,0,1,0,0,1,0,0,0,3,3DfKi9Iqvtxf4DIjs8ezTq,texas_tech,40870.71,23217.4,146,98,0.6712,"Fight, Raiders, Fight","Fight, Raiders, Fight! Fight, Raiders, Fight!

Fight for the school we love so dearly.

You'll hit 'em high, you'll hit 'em low.

You'll push the ball across the goal,

Tech, Fight! Fight!

We'll praise your name, boost you to fame.

Fight for the Scarlet and Black.

You will hit 'em, you will wreck 'em.

Hit 'em! Wreck 'em, Texas Tech!

And the Victory Bells will ring out!",33.5845,101.8751,Aggression/Conflict,,5.018779024350329,0.7388059701492538,1.794274317497601,0.3015903836593677,2.0970149253731343,-1.1567164179104479,0.22388059701492538,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.07462686567164178,0.029850746268656716
West Virginia,Big 12,Hail West Virginia,"Earl Miller, Ed McWhorter and Fred Deem",1915.0,1,1,0,152,92,0,0,0,0,0,0,0,0,1,0,0,1,1VqZp811UsBJy66R8TTkei,west_virginia,42245.16,23382.01,152,109,0.7171,Hail West Virginia,"It's West Virginia, It's West Virginia

The Pride of every Mountaineer.

Come on you old grads, join with us young lads,

It's West Virginia now we cheer!

Now is the time, boys, to make a big noise

No matter what the people say,

For there is naught to fear; the gang's all here,

So hail to West Virginia, Hail",39.648,79.9697,Tradition/Legacy,,0.17494816420389017,1.542372881355932,2.4272002510489608,0.5467381923800614,1.5847457627118644,0.13559322033898305,0.0,0.06779661016949153,0.05084745762711865,0.05084745762711865,0.13559322033898305,0.01694915254237288
Illinois,Big Ten,Oskee-Wow-Wow,H.R. Green and H.V. Hill,1910.0,1,1,0,162,60,0,0,1,0,1,1,1,1,1,1,0,6,6C0vaoMxzM21yYgJBmGx5K,illinois,35824.82,20875.3,156,75,0.4808,Oskee-Wow-Wow,"Old Princeton yells her Tiger,

Wisconsin, her Varsity

And they give the same old Rah, Rah, Rah,

At each University,

But the yell that always thrills me

And fills my heart with joy,

Is the good old Oskee-Wow-Wow,

That they yell at Illinois.

Oskee-Wow-Wow,

Illinois,

Our eyes are all on you.

Oskee-Wow-Wow,

Illinois,

Wave your Orange and your Blue,

Rah, Rah,

When the team trots out before you,

Every man stand up and yell,

Back the team to victory,

Oskee-Wow-Wow.

Illinois.",40.0985,88.2291,Chant/Cheer,,2.7503568556710842,1.5393258426966292,2.064216501487665,3.419386608132373,1.7893258426966292,1.0898876404494382,0.0,0.06741573033707865,0.0449438202247191,0.0898876404494382,0.06741573033707865,0.011235955056179775
Indiana,Big Ten,"Indiana, Our Indiana",Russell P. Harker and Karl L. King,1912.0,1,1,0,150,63,1,1,0,0,0,0,0,1,0,0,1,3,2Wbo5zdRDnq4pOgWL9avaG,indiana,32286.35,17738.07,151,76,0.5033,"Indiana, Our Indiana","Indiana, Our Indiana

Indiana, we're all for you

We will fight for

the Cream & Crimson,

For the glory of Old IU

Never daunted, we cannot falter

In the battle, we're tried and true

Indiana, Our Indiana

Indiana, we're all for you!",39.1682,86.523,School Pride,,2.5501103283494757,1.8658536585365855,2.386370483766487,0.12789314072836108,3.0609756097560976,-1.5,0.04878048780487805,0.17073170731707318,0.07317073170731707,0.0,0.1951219512195122,0.024390243902439025
Iowa,Big Ten,Iowa Fight Song,Meredith Willson,1950.0,0,1,0,150,72,1,9,0,1,1,1,0,0,0,0,0,3,604ELPPFgbFlW0SHoEYVJw,iowa,51669.64,29061.01,160,121,0.7562,Iowa Fight Song,"The word is 'Fight! Fight! Fight! for IOWA,'

Let every loyal Iowan sing;

The word is 'Fight! Fight! Fight! for IOWA,'

Until the walls and rafters ring (rah! rah!)

Come on and cheer, cheer, cheer for IOWA,

Come on and cheer until you hear the final gun.

The word is 'Fight! Fight! Fight! for IOWA,'

Until the game is won.",41.6627,91.555,Aggression/Conflict,,3.9217711878152133,0.12698412698412698,1.9998277969206748,2.51678202961725,1.007936507936508,-0.753968253968254,0.09523809523809523,0.015873015873015872,0.015873015873015872,0.1111111111111111,0.06349206349206349,0.015873015873015872
Maryland,Big Ten,Maryland Fight Song,Ralph Davis,1939.0,1,1,0,142,56,1,8,1,1,1,0,0,0,0,0,0,3,6PKoPWKJLOBI2K33RkFvbc,maryland,32742.63,18879.01,150,85,0.5667,Maryland Fight Song,"Fight, fight, fight for Maryland,

Honor now her name again,

Push up the score, keep on fighting for more,

For Maryland, GO TERPS!

And we will fight, fight, fight for terrapins,

Keep on fighting 'till we win.

So sing out our song as we go marching along,

To victory!!!",38.9869,76.9426,Aggression/Conflict,,5.242396615593838,0.8163265306122449,2.1199219961362776,0.40616219043425483,0.8265306122448979,0.41836734693877564,0.14285714285714285,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.061224489795918366
Michigan,Big Ten,The Victors,Louis Elbel,1898.0,1,1,0,83,122,0,0,0,0,0,0,0,0,0,0,0,0,6wVbHLCBOCqp6052WcWXLG,michigan,85611.95,46006.87,166,132,0.7952,The Victors,"Hail! to the victors valiant

Hail! to the conqu'ring heroes

Hail! Hail! to Michigan

the leaders and best

Hail! to the victors valiant

Hail! to the conqu'ring heroes

Hail! Hail! to Michigan,

the champions of the West!",42.2771,83.7382,Tradition/Legacy,,-0.34537180691974895,0.0,5.270734627620841,1.4534322841939307,0.9324324324324325,1.945945945945946,0.0,0.0,0.32432432432432434,0.21621621621621623,0.05405405405405406,0.24324324324324326
Michigan State,Big Ten,Victory for MSU,Francis Irving Lankey and Arthur L. Sayles,1915.0,1,1,0,145,112,1,6,1,1,1,1,0,1,0,0,1,5,4BSrPApxbeUNPA5Q8LyfMd,michigan_state,55588.49,30677.62,157,103,0.6561,Victory for MSU,"On the banks of the Red Cedar,

There's a school that's known to all;

Its specialty is winning,

And those Spartans play good ball;

Spartan teams are never beaten,

All through the game they fight;

Fight for the only colors,

Green and White.

Go right through for MSU,

Watch the points keep growing.

Spartan teams are bound to win,

They're fighting with a vim.

Rah! Rah! Rah!

See their team is weakening,

We're going to win this game.

Fight! Fight! Rah! Team, Fight!

Victory for MSU.",42.7251,84.4791,Aggression/Conflict,,4.587278359246621,0.872093023255814,2.222291767983856,1.9698226873972975,1.7790697674418605,0.63953488372093,0.05813953488372093,0.046511627906976744,0.0,0.046511627906976744,0.03488372093023256,0.046511627906976744
Minnesota,Big Ten,The Minnesota Rouser,Floyd Hutsell,1909.0,0,1,1,151,60,0,0,0,0,0,1,1,0,0,0,1,3,2EeyLSmHKdZulOKGcTpLS0,minnesota,35655.08,20479.45,156,94,0.6026,The Minnesota Rouser,"Minnesota, Hats off to thee!

To thy colors, true we shall ever be,

Firm and strong, united are we.

Rah! Rah! Rah! for Ski-U-Mah,

Rah! Rah! Rah! Rah! Rah for the U of M.

[Repeat]

M - I - N - N - E - S - O - T - A!

Minnesota! Minnesota! Yeaaaaaaah Gophers!",44.974,93.2277,Chant/Cheer,,0.16740729505717078,0.8,2.0910255881810427,3.913925836045737,0.98,0.16,0.0,0.1,0.04,0.16,0.06,0.02
Nebraska,Big Ten,Dear Old Nebraska U.,Harry Pecha,1924.0,1,0,0,136,94,0,0,0,0,0,0,0,0,1,0,0,1,7z2TihIyf3IZR1r0AmI1Ik,nebraska,67280.1,35862.23,165,112,0.6788,Dear Old Nebraska U.,"There is no place like Nebraska,

Dear old Nebraska U.

Where the girls are the fairest,

The boys are the squarest,

Of any old school that I knew.

There is no place like Nebraska,

Where they're all true blue.

We'll all stick together,

In all kinds of weather,

For dear old Nebraska U.",40.8202,96.7005,Unity/Brotherhood,,0.05429425785637965,2.2075471698113205,1.0385683235415324,0.04343540628510373,0.7547169811320755,0.0,0.0,0.1509433962264151,0.11320754716981132,0.0,0.09433962264150944,0.0
Northwestern,Big Ten,Go! U Northwestern,Theodore C. Van Etten,1912.0,1,1,0,140,57,1,1,1,1,1,1,0,0,0,0,0,4,4iWO9U49SZ0vvzto7qxRxN,northwestern,24844.82,15822.88,143,78,0.5455,Go! U Northwestern,"Go! U Northwestern!

Break right through that line.

With our colors flying,

We will cheer you all the time.

U! Rah! Rah!

Go! U Northwestern!

Fight for victory.

Spread far the fame of our fair name.

Go Northwestern, win that game!

(Whistle)

(Yell) Go! Northwestern Go!

(Whistle)

(Yell) Go! Northwestern Go!

Hit 'em hard!

Hit 'em low!

Go, Northwestern Go!",42.0565,87.6753,Aggression/Conflict,,4.61779106777659,0.5333333333333333,1.9467722233959748,2.2342328542212724,1.3,0.6333333333333333,0.06666666666666667,0.06666666666666667,0.016666666666666666,0.08333333333333333,0.1,0.05
